case_id,gt_lesion_id,stratum,gt_voxels,pred_lesion_id,pred_voxels,intersection_voxels,matched_dice,detected,gt_anchored_dice,model
BraTS20_Training_267,1,large,79583,1,81270,71806,0.8928151790765482,True,0.8928151790765482,ResUNet (BCE–Dice)
BraTS20_Training_267,2,small,39,,,0,,False,0.0,ResUNet (BCE–Dice)
BraTS20_Training_360,1,large,86328,1,138677,86278,0.7668985133663696,True,0.7668985133663696,ResUNet (BCE–Dice)
BraTS20_Training_035,1,small,15,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_035,2,large,78754,1,82429,70970,0.8806139605293363,True,0.8806139605293363,ResUNet + LHFC
BraTS20_Training_089,1,large,68884,1,59347,55171,0.8604939523204217,True,0.8604939523204217,ResUNet + LHFC
BraTS20_Training_089,2,medium,61448,2,58313,54392,0.9083424487103481,True,0.9083424487103481,ResUNet + LHFC
BraTS20_Training_058,1,large,91633,1,100813,72877,0.7573760951123951,True,0.7573760951123951,ResUNet + LHFC
BraTS20_Training_298,1,medium,45683,1,57375,44587,0.8652797453860933,True,0.8652797453860933,ResUNet + LHFC
BraTS20_Training_206,1,medium,23430,1,28938,21983,0.8395585090131378,True,0.8395585090131378,ResUNet + LHFC
BraTS20_Training_206,2,small,25,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_093,1,large,98672,1,102522,97342,0.9676431702734674,True,0.9676431702734674,ResUNet + LHFC
BraTS20_Training_093,2,small,15,3,61,14,0.3684210526315789,True,0.3684210526315789,ResUNet + LHFC
BraTS20_Training_323,1,large,232096,1,226515,209869,0.915237532462152,True,0.915237532462152,ResUNet + LHFC
BraTS20_Training_309,1,large,157246,1,126238,124994,0.8818416559664743,True,0.8818416559664743,ResUNet + LHFC
BraTS20_Training_309,2,small,28,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_030,1,large,98694,2,105863,86525,0.845974471663155,True,0.845974471663155,ResUNet + LHFC
BraTS20_Training_030,2,small,10,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_030,3,small,18,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_030,4,small,40,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_030,5,small,10,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_231,1,large,131989,1,140941,131516,0.9637342908438061,True,0.9637342908438061,ResUNet + LHFC
BraTS20_Training_071,1,large,143813,1,163205,139957,0.9117185311610394,True,0.9117185311610394,ResUNet + LHFC
BraTS20_Training_071,2,small,23,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_071,3,small,12,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_071,4,small,11,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_071,5,small,23,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_332,1,medium,43312,2,48687,43301,0.9413363188730313,True,0.9413363188730313,ResUNet + LHFC
BraTS20_Training_018,1,medium,45118,1,61934,42186,0.7881403430108732,True,0.7881403430108732,ResUNet + LHFC
BraTS20_Training_112,1,large,170359,1,180380,169274,0.9652419605461611,True,0.9652419605461611,ResUNet + LHFC
BraTS20_Training_193,1,large,124353,3,956,956,0.015258281528062629,True,0.015258281528062629,ResUNet + LHFC
BraTS20_Training_101,1,large,71734,1,70067,65439,0.9229695136141494,True,0.9229695136141494,ResUNet + LHFC
BraTS20_Training_101,2,small,16,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_174,1,large,90716,1,95432,90099,0.968036186260395,True,0.968036186260395,ResUNet + LHFC
BraTS20_Training_026,1,large,180618,1,186806,171847,0.9354152151193172,True,0.9354152151193172,ResUNet + LHFC
BraTS20_Training_223,1,large,148679,1,158438,148132,0.964661676169017,True,0.964661676169017,ResUNet + LHFC
BraTS20_Training_340,1,large,76995,1,78572,74925,0.9632505608515944,True,0.9632505608515944,ResUNet + LHFC
BraTS20_Training_103,1,medium,58204,1,55488,53145,0.9348942757625867,True,0.9348942757625867,ResUNet + LHFC
BraTS20_Training_021,1,medium,33080,3,27936,23628,0.7744853808837027,True,0.7744853808837027,ResUNet + LHFC
BraTS20_Training_060,1,large,87324,1,87106,81811,0.938038181505475,True,0.938038181505475,ResUNet + LHFC
BraTS20_Training_139,1,medium,20450,1,27320,19924,0.8341637010676156,True,0.8341637010676156,ResUNet + LHFC
BraTS20_Training_139,2,small,32,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_038,1,large,98758,1,103773,90971,0.8983414884634945,True,0.8983414884634945,ResUNet + LHFC
BraTS20_Training_205,1,medium,31109,1,37147,30818,0.9030121894045945,True,0.9030121894045945,ResUNet + LHFC
BraTS20_Training_261,1,large,236968,1,247384,230551,0.951997720665962,True,0.951997720665962,ResUNet + LHFC
BraTS20_Training_131,1,medium,60459,1,69725,59411,0.912723529773244,True,0.912723529773244,ResUNet + LHFC
BraTS20_Training_337,1,large,102925,1,102600,99862,0.9717747232696752,True,0.9717747232696752,ResUNet + LHFC
BraTS20_Training_260,1,medium,49924,1,27518,26562,0.6859843495777485,True,0.6859843495777485,ResUNet + LHFC
BraTS20_Training_216,1,medium,59679,1,63304,58132,0.9453664327589992,True,0.9453664327589992,ResUNet + LHFC
BraTS20_Training_216,2,medium,99,3,168,1,0.00749063670411985,True,0.00749063670411985,ResUNet + LHFC
BraTS20_Training_216,3,medium,569,4,265,201,0.48201438848920863,True,0.48201438848920863,ResUNet + LHFC
BraTS20_Training_200,1,medium,44771,1,52035,44462,0.9185794268950271,True,0.9185794268950271,ResUNet + LHFC
BraTS20_Training_200,2,small,13,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_155,1,large,141165,1,155266,139627,0.9420539687144732,True,0.9420539687144732,ResUNet + LHFC
BraTS20_Training_155,2,medium,116,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_339,1,large,144639,1,139123,130480,0.919643926952869,True,0.919643926952869,ResUNet + LHFC
BraTS20_Training_339,2,medium,497,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_339,3,medium,284,4,165,163,0.7260579064587973,True,0.7260579064587973,ResUNet + LHFC
BraTS20_Training_339,4,medium,210,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_248,1,large,86671,1,97199,85471,0.9296894545059009,True,0.9296894545059009,ResUNet + LHFC
BraTS20_Training_248,2,small,10,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_267,1,large,79583,1,81842,72262,0.8953012234783956,True,0.8953012234783956,ResUNet + LHFC
BraTS20_Training_267,2,small,39,,,0,,False,0.0,ResUNet + LHFC
BraTS20_Training_360,1,large,86328,1,107020,86175,0.8913978939528725,True,0.8913978939528725,ResUNet + LHFC
BraTS20_Training_035,1,small,15,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_035,2,large,78754,1,85111,71903,0.8775882586275288,True,0.8775882586275288,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_089,1,large,68884,1,47999,45502,0.7785905563683342,True,0.7785905563683342,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_089,2,medium,61448,2,58728,54979,0.9149747037678072,True,0.9149747037678072,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_058,1,large,91633,1,103867,75934,0.7768184143222506,True,0.7768184143222506,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_298,1,medium,45683,1,56696,44329,0.8659783744713271,True,0.8659783744713271,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_206,1,medium,23430,1,25108,20631,0.850096831348634,True,0.850096831348634,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_206,2,small,25,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_093,1,large,98672,1,102290,97205,0.967396821289597,True,0.967396821289597,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_093,2,small,15,5,79,15,0.3191489361702128,True,0.3191489361702128,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_323,1,large,232096,1,230098,211005,0.913058153069923,True,0.913058153069923,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_309,1,large,157246,1,126056,124417,0.8783347805522023,True,0.8783347805522023,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_309,2,small,28,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_030,1,large,98694,1,94907,82013,0.8472373593111606,True,0.8472373593111606,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_030,2,small,10,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_030,3,small,18,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_030,4,small,40,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_030,5,small,10,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_231,1,large,131989,1,143656,131815,0.956411326162274,True,0.956411326162274,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_071,1,large,143813,1,161473,139403,0.9132616628341949,True,0.9132616628341949,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_071,2,small,23,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_071,3,small,12,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_071,4,small,11,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_071,5,small,23,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_332,1,medium,43312,1,47608,43282,0.9520897492300924,True,0.9520897492300924,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_018,1,medium,45118,1,61929,42475,0.7935766532457705,True,0.7935766532457705,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_112,1,large,170359,1,182705,169698,0.961287471959758,True,0.961287471959758,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_193,1,large,124353,10,34731,34660,0.4357446380528526,True,0.4357446380528526,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_101,1,large,71734,1,71838,66165,0.9216978240882623,True,0.9216978240882623,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_101,2,small,16,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_174,1,large,90716,1,94753,90051,0.9710625495365802,True,0.9710625495365802,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_026,1,large,180618,1,197139,174962,0.926320359384472,True,0.926320359384472,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_223,1,large,148679,1,156815,147710,0.9670239022697663,True,0.9670239022697663,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_340,1,large,76995,1,77273,74605,0.967212902222107,True,0.967212902222107,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_103,1,medium,58204,1,55774,53005,0.9300917720963695,True,0.9300917720963695,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_021,1,medium,33080,2,27398,23248,0.7688084923443236,True,0.7688084923443236,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_060,1,large,87324,2,85836,81310,0.9391314391314391,True,0.9391314391314391,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_139,1,medium,20450,1,26738,19803,0.8393235568364839,True,0.8393235568364839,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_139,2,small,32,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_038,1,large,98758,1,106255,92301,0.9004404598732764,True,0.9004404598732764,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_205,1,medium,31109,1,36122,30815,0.9166902173104668,True,0.9166902173104668,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_261,1,large,236968,1,248167,230526,0.9503581477320746,True,0.9503581477320746,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_131,1,medium,60459,2,67284,59083,0.9250291601105345,True,0.9250291601105345,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_337,1,large,102925,1,102333,99655,0.9710218359333131,True,0.9710218359333131,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_260,1,medium,49924,1,25986,24575,0.6474772757212488,True,0.6474772757212488,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_216,1,medium,59679,1,62968,58229,0.9495381052940552,True,0.9495381052940552,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_216,2,medium,99,3,773,90,0.20642201834862386,True,0.20642201834862386,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_216,3,medium,569,5,568,358,0.6297273526824978,True,0.6297273526824978,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_200,1,medium,44771,1,52469,44531,0.9158988070752777,True,0.9158988070752777,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_200,2,small,13,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_155,1,large,141165,1,154122,139948,0.9478778273340851,True,0.9478778273340851,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_155,2,medium,116,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_339,1,large,144639,1,138623,130115,0.9186901172765849,True,0.9186901172765849,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_339,2,medium,497,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_339,3,medium,284,5,181,176,0.7569892473118279,True,0.7569892473118279,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_339,4,medium,210,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_248,1,large,86671,1,94602,85010,0.9379223601970509,True,0.9379223601970509,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_248,2,small,10,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_267,1,large,79583,1,79317,71162,0.8956828193832599,True,0.8956828193832599,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_267,2,small,39,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_360,1,large,86328,1,109933,86193,0.8783507676002874,True,0.8783507676002874,ResUNet + LHFC + ABS (λ_b = 0.1)
BraTS20_Training_035,1,small,15,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_035,2,large,78754,1,85170,71879,0.8769795759010273,True,0.8769795759010273,AFBMS-ResUNet
BraTS20_Training_089,1,large,68884,1,54584,51944,0.8414163993909353,True,0.8414163993909353,AFBMS-ResUNet
BraTS20_Training_089,2,medium,61448,2,55723,53337,0.9104129861484497,True,0.9104129861484497,AFBMS-ResUNet
BraTS20_Training_058,1,large,91633,1,104294,75903,0.7748089849790993,True,0.7748089849790993,AFBMS-ResUNet
BraTS20_Training_298,1,medium,45683,1,55828,44155,0.869954980248446,True,0.869954980248446,AFBMS-ResUNet
BraTS20_Training_206,1,medium,23430,1,26991,21220,0.8417127784058229,True,0.8417127784058229,AFBMS-ResUNet
BraTS20_Training_206,2,small,25,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_093,1,large,98672,1,101095,96784,0.9689688487087457,True,0.9689688487087457,AFBMS-ResUNet
BraTS20_Training_093,2,small,15,5,86,15,0.297029702970297,True,0.297029702970297,AFBMS-ResUNet
BraTS20_Training_323,1,large,232096,1,230470,211988,0.9165740672682384,True,0.9165740672682384,AFBMS-ResUNet
BraTS20_Training_309,1,large,157246,1,125517,124116,0.8778800621014772,True,0.8778800621014772,AFBMS-ResUNet
BraTS20_Training_309,2,small,28,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_030,1,large,98694,1,99051,84227,0.8518748893777339,True,0.8518748893777339,AFBMS-ResUNet
BraTS20_Training_030,2,small,10,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_030,3,small,18,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_030,4,small,40,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_030,5,small,10,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_231,1,large,131989,1,143566,131794,0.9565712834098455,True,0.9565712834098455,AFBMS-ResUNet
BraTS20_Training_071,1,large,143813,1,160427,139073,0.9142321851170129,True,0.9142321851170129,AFBMS-ResUNet
BraTS20_Training_071,2,small,23,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_071,3,small,12,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_071,4,small,11,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_071,5,small,23,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_332,1,medium,43312,1,47961,43279,0.9483417878233431,True,0.9483417878233431,AFBMS-ResUNet
BraTS20_Training_018,1,medium,45118,1,63018,42619,0.7882481319819487,True,0.7882481319819487,AFBMS-ResUNet
BraTS20_Training_112,1,large,170359,1,184478,169850,0.9573409762792493,True,0.9573409762792493,AFBMS-ResUNet
BraTS20_Training_193,1,large,124353,11,78800,78202,0.7698827976943486,True,0.7698827976943486,AFBMS-ResUNet
BraTS20_Training_101,1,large,71734,1,69027,64901,0.9221446281285299,True,0.9221446281285299,AFBMS-ResUNet
BraTS20_Training_101,2,small,16,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_174,1,large,90716,1,92602,89542,0.9769035228400921,True,0.9769035228400921,AFBMS-ResUNet
BraTS20_Training_026,1,large,180618,1,206740,176693,0.9122981841087573,True,0.9122981841087573,AFBMS-ResUNet
BraTS20_Training_223,1,large,148679,1,156125,147707,0.9691933176729964,True,0.9691933176729964,AFBMS-ResUNet
BraTS20_Training_340,1,large,76995,3,76693,74398,0.9681692780178023,True,0.9681692780178023,AFBMS-ResUNet
BraTS20_Training_103,1,medium,58204,1,56218,53441,0.9341035814790862,True,0.9341035814790862,AFBMS-ResUNet
BraTS20_Training_021,1,medium,33080,3,31191,24784,0.771234304740863,True,0.771234304740863,AFBMS-ResUNet
BraTS20_Training_060,1,large,87324,2,84931,80706,0.9370526254680561,True,0.9370526254680561,AFBMS-ResUNet
BraTS20_Training_139,1,medium,20450,1,26848,19806,0.8374984143092731,True,0.8374984143092731,AFBMS-ResUNet
BraTS20_Training_139,2,small,32,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_038,1,large,98758,1,105017,92394,0.9068237026131764,True,0.9068237026131764,AFBMS-ResUNet
BraTS20_Training_205,1,medium,31109,1,35582,30559,0.9164355010421196,True,0.9164355010421196,AFBMS-ResUNet
BraTS20_Training_261,1,large,236968,1,249494,231042,0.9498871443195974,True,0.9498871443195974,AFBMS-ResUNet
BraTS20_Training_131,1,medium,60459,1,69346,59431,0.9156966218558608,True,0.9156966218558608,AFBMS-ResUNet
BraTS20_Training_337,1,large,102925,1,102808,99921,0.9713657993613081,True,0.9713657993613081,AFBMS-ResUNet
BraTS20_Training_260,1,medium,49924,1,24760,23607,0.6321836002356596,True,0.6321836002356596,AFBMS-ResUNet
BraTS20_Training_216,1,medium,59679,1,62607,58082,0.9499370328573998,True,0.9499370328573998,AFBMS-ResUNet
BraTS20_Training_216,2,medium,99,2,357,17,0.07456140350877193,True,0.07456140350877193,AFBMS-ResUNet
BraTS20_Training_216,3,medium,569,4,266,206,0.4934131736526946,True,0.4934131736526946,AFBMS-ResUNet
BraTS20_Training_200,1,medium,44771,1,51721,44439,0.9210919039920408,True,0.9210919039920408,AFBMS-ResUNet
BraTS20_Training_200,2,small,13,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_155,1,large,141165,1,152172,139523,0.9512812908020468,True,0.9512812908020468,AFBMS-ResUNet
BraTS20_Training_155,2,medium,116,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_339,1,large,144639,1,139683,130671,0.9191761453563213,True,0.9191761453563213,AFBMS-ResUNet
BraTS20_Training_339,2,medium,497,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_339,3,medium,284,3,163,161,0.7203579418344519,True,0.7203579418344519,AFBMS-ResUNet
BraTS20_Training_339,4,medium,210,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_248,1,large,86671,1,94404,85066,0.939566477978738,True,0.939566477978738,AFBMS-ResUNet
BraTS20_Training_248,2,small,10,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_267,1,large,79583,1,81947,72338,0.8956602488701789,True,0.8956602488701789,AFBMS-ResUNet
BraTS20_Training_267,2,small,39,,,0,,False,0.0,AFBMS-ResUNet
BraTS20_Training_360,1,large,86328,1,110739,86171,0.874535056605114,True,0.874535056605114,AFBMS-ResUNet
BraTS20_Training_035,1,small,15,,,0,,False,0.0,ResUNet + LHFC + ABS (λ_b = 0.05)
BraTS20_Training_035,2,large,78754,1,85582,71717,0.8728093661766138,True,0.8728093661766138,ResUNet + LHFC + ABS (λ_b = 0.05)
